kind,owner,name,target,keys,delete,source
dropForeignKey,note,fk-note-updated_by,,,unspecified,console/migrations/m210114_074728_remove_request_forign_key_frm_staff_tbl.php:23
addPrimaryKey,contact_invitation,PK,,'contact_invitation_uuid',constraint history; unique=unspecified,console/migrations/m210118_080437_contact_intivation_tbl.php:28
createIndex,contact_invitation,idx-contact_invitation-contact_uuid,,'contact_uuid',constraint history; unique=unspecified,console/migrations/m210118_080437_contact_intivation_tbl.php:30
addForeignKey,contact_invitation,fk-contact_invitation-contact_uuid,contact,'contact_uuid' -> 'contact_uuid',,console/migrations/m210118_080437_contact_intivation_tbl.php:36
createIndex,contact_invitation,idx-contact_invitation-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m210118_080437_contact_intivation_tbl.php:45
addForeignKey,contact_invitation,fk-contact_invitation-company_id,company,'company_id' -> 'company_id',,console/migrations/m210118_080437_contact_intivation_tbl.php:51
addPrimaryKey,invitation,PK,,'invitation_uuid',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:33
createIndex,invitation,idx-invitation-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:36
addForeignKey,invitation,fk-invitation-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m210222_122653_invitation.php:43
createIndex,invitation,idx-invitation-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:52
addForeignKey,invitation,fk-invitation-request_uuid,request,'request_uuid' -> 'request_uuid',unspecified,console/migrations/m210222_122653_invitation.php:59
createIndex,invitation,idx-invitation-invitation_created_by_staff,,'invitation_created_by_staff',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:68
addForeignKey,invitation,fk-invitation-invitation_created_by_staff,staff,'invitation_created_by_staff' -> 'staff_id',unspecified,console/migrations/m210222_122653_invitation.php:75
createIndex,invitation,idx-invitation-invitation_updated_by_staff,,'invitation_updated_by_staff',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:84
addForeignKey,invitation,fk-invitation-invitation_updated_by_staff,staff,'invitation_updated_by_staff' -> 'staff_id',unspecified,console/migrations/m210222_122653_invitation.php:91
createIndex,invitation,idx-invitation-invitation_created_by_company,,'invitation_created_by_company',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:100
addForeignKey,invitation,fk-invitation-invitation_created_by_company,company,'invitation_created_by_company' -> 'company_id',unspecified,console/migrations/m210222_122653_invitation.php:107
createIndex,invitation,idx-invitation-invitation_updated_by_company,,'invitation_updated_by_company',constraint history; unique=unspecified,console/migrations/m210222_122653_invitation.php:116
addForeignKey,invitation,fk-invitation-invitation_updated_by_company,company,'invitation_updated_by_company' -> 'company_id',unspecified,console/migrations/m210222_122653_invitation.php:123
createIndex,note,idx-note-invitation_uuid,,'invitation_uuid',constraint history; unique=unspecified,console/migrations/m210223_135821_invitation_note.php:18
addForeignKey,note,fk-note-invitation_uuid,invitation,'invitation_uuid' -> 'invitation_uuid',unspecified,console/migrations/m210223_135821_invitation_note.php:25
addPrimaryKey,contact_email_verify_attempt,PK,,'ceva_uuid',constraint history; unique=unspecified,console/migrations/m210407_160447_company_email_update.php:33
addPrimaryKey,transfer_file_entry,PK,,'tfe_uuid',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:66
createIndex,transfer_file_entry,idx-transfer_file_entry-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:68
addForeignKey,transfer_file_entry,fk-transfer_file_entry-created_by,admin,'created_by' -> 'admin_id',RESTRICT,console/migrations/m210628_060232_transfer_file_entries.php:74
createIndex,transfer_file_entry,idx-transfer_file_entry-updated_by,,'updated_by',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:84
addForeignKey,transfer_file_entry,fk-transfer_file_entry-updated_by,admin,'updated_by' -> 'admin_id',RESTRICT,console/migrations/m210628_060232_transfer_file_entries.php:90
createIndex,transfer_file_entry,idx-transfer_file_entry-transfer_file_id,,'transfer_file_id',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:100
addForeignKey,transfer_file_entry,fk-transfer_file_entry-transfer_file_id,transfer_file,'transfer_file_id' -> 'transfer_file_id',RESTRICT,console/migrations/m210628_060232_transfer_file_entries.php:106
createIndex,transfer_file_entry,idx-transfer_file_entry-debit_narrative,,'debit_narrative',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:116
addForeignKey,transfer_file_entry,fk-transfer_file_entry-debit_narrative,transfer,'debit_narrative' -> 'transfer_id',RESTRICT,console/migrations/m210628_060232_transfer_file_entries.php:122
createIndex,transfer_file_entry,idx-transfer_file_entry-credit_narrative,,'credit_narrative',constraint history; unique=unspecified,console/migrations/m210628_060232_transfer_file_entries.php:132
addForeignKey,transfer_file_entry,fk-transfer_file_entry-credit_narrative,transfer_candidate,'credit_narrative' -> 'tc_id',RESTRICT,console/migrations/m210628_060232_transfer_file_entries.php:138
createIndex,fulltimer,idx-fulltimer-university_id,,'university_id',constraint history; unique=unspecified,console/migrations/m211019_093500_fulltimer_filter.php:30
addForeignKey,fulltimer,fk-fulltimer-university_id,university,'university_id' -> 'university_id',,console/migrations/m211019_093500_fulltimer_filter.php:37
createIndex,fulltimer_skill,idx-fulltimer_skill-fulltimer_uuid,,'fulltimer_uuid',constraint history; unique=unspecified,console/migrations/m211019_093500_fulltimer_filter.php:80
addForeignKey,fulltimer_skill,fk-fulltimer_skill-fulltimer_uuid,fulltimer,'fulltimer_uuid' -> 'fulltimer_uuid',CASCADE,console/migrations/m211019_093500_fulltimer_filter.php:86
createIndex,fulltimer_experience,idx-fulltimer_experience-fulltimer_uuid,,'fulltimer_uuid',constraint history; unique=unspecified,console/migrations/m211019_093500_fulltimer_filter.php:105
addForeignKey,fulltimer_experience,fk-fulltimer_experience-fulltimer_uuid,fulltimer,'fulltimer_uuid' -> 'fulltimer_uuid',CASCADE,console/migrations/m211019_093500_fulltimer_filter.php:111
createIndex,request,idx-request-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m211027_172434_request_staff.php:21
addForeignKey,request,fk-request-staff_id,staff,'staff_id' -> 'staff_id',CASCADE,console/migrations/m211027_172434_request_staff.php:27
addPrimaryKey,request_checklist,PK,,'request_checklist_uuid',constraint history; unique=unspecified,console/migrations/m211126_083930_request_checklist.php:31
createIndex,note,idx-note-request_checklist_uuid,,'request_checklist_uuid',constraint history; unique=unspecified,console/migrations/m211126_083930_request_checklist.php:37
addForeignKey,note,fk-note-request_checklist_uuid,request_checklist,'request_checklist_uuid' -> 'request_checklist_uuid',,console/migrations/m211126_083930_request_checklist.php:46
addPrimaryKey,story,PK,,'story_uuid',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:37
createIndex,story,idx-story-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:39
addForeignKey,story,fk-story-request_uuid,request,'request_uuid' -> 'request_uuid',RESTRICT,console/migrations/m211127_154105_add_story_table.php:45
createIndex,story,idx-story-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:56
addForeignKey,story,fk-story-staff_id,staff,'staff_id' -> 'staff_id',CASCADE,console/migrations/m211127_154105_add_story_table.php:62
addPrimaryKey,story_activity,PK,,'story_activity_uuid',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:81
createIndex,story_activity,idx-story_activity-story_uuid,,'story_uuid',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:83
addForeignKey,story_activity,fk-story_activity-story_uuid,story,'story_uuid' -> 'story_uuid',RESTRICT,console/migrations/m211127_154105_add_story_table.php:89
createIndex,story_activity,idx-story_activity-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m211127_154105_add_story_table.php:100
addForeignKey,story_activity,fk-story_activity-staff_id,staff,'staff_id' -> 'staff_id',CASCADE,console/migrations/m211127_154105_add_story_table.php:106
createIndex,story,idx-story-suggestion_uuid,,'suggestion_uuid',constraint history; unique=unspecified,console/migrations/m211130_141016_add_suggestion_id_to_story_table.php:18
addForeignKey,story,fk-story-suggestion_uuid,suggestion,'suggestion_uuid' -> 'suggestion_uuid',unspecified,console/migrations/m211130_141016_add_suggestion_id_to_story_table.php:25
createIndex,invitation,idx-invitation-story_uuid,,'story_uuid',constraint history; unique=unspecified,console/migrations/m211224_102328_invitation.php:25
addForeignKey,invitation,fk-invitation-story_uuid,story,'story_uuid' -> 'story_uuid',RESTRICT,console/migrations/m211224_102328_invitation.php:31
createIndex,suggestion,idx-suggestion-story_uuid,,'story_uuid',constraint history; unique=unspecified,console/migrations/m220112_103815_suggestion_note_story_uuid.php:24
addForeignKey,suggestion,fk-suggestion-story_uuid,story,'story_uuid' -> 'story_uuid',unspecified,console/migrations/m220112_103815_suggestion_note_story_uuid.php:30
createIndex,note,idx-note-story_uuid,,'story_uuid',constraint history; unique=unspecified,console/migrations/m220511_072946_story_notes_changes.php:25
addForeignKey,note,fk-note-story_uuid,story,'story_uuid' -> 'story_uuid',unspecified,console/migrations/m220511_072946_story_notes_changes.php:31
addPrimaryKey,expense,PK,,'expense_uuid',constraint history; unique=unspecified,console/migrations/m220628_134842_expense.php:33
createIndex,expense,idx-expense-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m220628_134842_expense.php:35
addForeignKey,expense,fk-expense-created_by,admin,'created_by' -> 'admin_id',,console/migrations/m220628_134842_expense.php:41
createIndex,expense,idx-expense-updated_by,,'updated_by',constraint history; unique=unspecified,console/migrations/m220628_134842_expense.php:50
addForeignKey,expense,fk-expense-updated_by,admin,'updated_by' -> 'admin_id',,console/migrations/m220628_134842_expense.php:56
createIndex,candidate_work_history,idx-candidate_work_history-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m220729_055851_work_history_changes.php:21
addForeignKey,candidate_work_history,fk-candidate_work_history-staff_id,staff,'staff_id' -> 'staff_id',,console/migrations/m220729_055851_work_history_changes.php:27
addPrimaryKey,staff_salary,PK,,'staff_salary_uuid',constraint history; unique=unspecified,console/migrations/m220818_050737_salary.php:35
createIndex,staff_salary,idx-staff_salary-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m220818_050737_salary.php:37
addForeignKey,staff_salary,fk-staff_salary-staff_id,staff,'staff_id' -> 'staff_id',,console/migrations/m220818_050737_salary.php:43
addPrimaryKey,candidate_working_hour,PK,,'candidate_working_hour_uuid',constraint history; unique=unspecified,console/migrations/m220919_094549_time_tracker_table.php:37
createIndex,candidate_working_hour,idx-candidate_working_hour-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m220919_094549_time_tracker_table.php:39
addForeignKey,candidate_working_hour,fk-candidate_working_hour-candidate_id,candidate,'candidate_id' -> 'candidate_id',,console/migrations/m220919_094549_time_tracker_table.php:45
createIndex,candidate_working_hour,idx-candidate_working_hour-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m220919_094549_time_tracker_table.php:54
addForeignKey,candidate_working_hour,fk-candidate_working_hour-store_id,store,'store_id' -> 'store_id',,console/migrations/m220919_094549_time_tracker_table.php:60
addPrimaryKey,permission_section,PK,,'permission_uuid',constraint history; unique=unspecified,console/migrations/m221017_131312_permission.php:25
addPrimaryKey,permission_sub_section,PK,,'permission_sub_section_uuid',constraint history; unique=unspecified,console/migrations/m221017_131312_permission.php:34
createIndex,permission_sub_section,idx-permission_sub_section-permission_uuid,,'permission_uuid',constraint history; unique=unspecified,console/migrations/m221017_131312_permission.php:37
